,Participant Private ID,Spreadsheet,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,display,Button A,Button B,Zuweisung_Mitspieler(in),partnerAnswer,reward
2289,8796180.0,Positive-to-negative,52.0,52,1.0,decision,response_button_text,1010.0999999940396,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",1,1
2295,8796180.0,Positive-to-negative,62.0,53,1.0,decision,response_button_text,1013.2000000178814,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
2303,8796180.0,Positive-to-negative,49.0,54,1.0,decision,response_button_text,1442.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",2,2
2311,8796180.0,Positive-to-negative,58.0,55,1.0,decision,response_button_text,2709.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
2319,8796180.0,Positive-to-negative,41.0,56,1.0,decision,response_button_text,1528.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",1,1
2325,8796180.0,Positive-to-negative,43.0,57,1.0,decision,response_button_text,1461.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
2333,8796180.0,Positive-to-negative,51.0,58,1.0,decision,response_button_text,1413.300000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",0,0
2339,8796180.0,Positive-to-negative,46.0,59,1.0,decision,response_button_text,1696.7000000178814,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
2347,8796180.0,Positive-to-negative,59.0,60,1.0,decision,response_button_text,1410.800000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
2367,8616319.0,Positive-to-negative,9.0,1,1.0,decision,response_button_text,3519.79999999702,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",0,0
2373,8616319.0,Positive-to-negative,8.0,2,1.0,decision,response_button_text,2239.4000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
2381,8616319.0,Positive-to-negative,14.0,3,1.0,decision,response_button_text,1719.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",0,0
2387,8616319.0,Positive-to-negative,17.0,4,1.0,decision,response_button_text,2115.0999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
2395,8616319.0,Positive-to-negative,23.0,5,1.0,decision,response_button_text,2914.8999999910598,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
2403,8616319.0,Positive-to-negative,12.0,6,1.0,decision,response_button_text,1669.7999999970198,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
2411,8616319.0,Positive-to-negative,4.0,7,1.0,decision,response_button_text,1572.2000000029802,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
2419,8616319.0,Positive-to-negative,15.0,8,1.0,decision,response_button_text,1470.0999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",0,0
2425,8616319.0,Positive-to-negative,27.0,9,1.0,decision,response_button_text,6814.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",1,1
2431,8616319.0,Positive-to-negative,7.0,10,1.0,decision,response_button_text,3905.900000005961,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",0,0
2437,8616319.0,Positive-to-negative,28.0,11,1.0,decision,response_button_text,1778.5999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
2445,8616319.0,Positive-to-negative,20.0,12,1.0,decision,response_button_text,1266.7999999970198,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
2453,8616319.0,Positive-to-negative,30.0,13,1.0,decision,response_button_text,1512.5999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",0,0
2459,8616319.0,Positive-to-negative,25.0,14,1.0,decision,response_button_text,1806.4000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
2467,8616319.0,Positive-to-negative,3.0,15,1.0,decision,response_button_text,1958.9000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",0,0
2473,8616319.0,Positive-to-negative,13.0,16,1.0,decision,response_button_text,2521.79999999702,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",0,0
2479,8616319.0,Positive-to-negative,16.0,17,1.0,decision,response_button_text,1474.4000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",0,0
2485,8616319.0,Positive-to-negative,32.0,18,1.0,decision,response_button_text,1348.1000000089407,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
2493,8616319.0,Positive-to-negative,24.0,19,1.0,decision,response_button_text,3191.70000000298,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",0,0
2499,8616319.0,Positive-to-negative,19.0,20,1.0,decision,response_button_text,1624.2999999970198,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
2507,8616319.0,Positive-to-negative,21.0,21,1.0,decision,response_button_text,1437.5999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
2515,8616319.0,Positive-to-negative,10.0,22,1.0,decision,response_button_text,1203.0999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
2523,8616319.0,Positive-to-negative,31.0,23,1.0,decision,response_button_text,2212.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",1,1
2529,8616319.0,Positive-to-negative,11.0,24,1.0,decision,response_button_text,1984.6000000089407,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
2537,8616319.0,Positive-to-negative,26.0,25,1.0,decision,response_button_text,1496.0999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",0,0
2543,8616319.0,Positive-to-negative,18.0,26,1.0,decision,response_button_text,2510.20000000298,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
2551,8616319.0,Positive-to-negative,5.0,27,1.0,decision,response_button_text,1186.7999999970198,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
2559,8616319.0,Positive-to-negative,22.0,28,1.0,decision,response_button_text,1475.7000000029802,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",0,0
2565,8616319.0,Positive-to-negative,6.0,29,1.0,decision,response_button_text,1475.2999999970198,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",0,0
2571,8616319.0,Positive-to-negative,29.0,30,1.0,decision,response_button_text,1463.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",0,0
2577,8616319.0,Positive-to-negative,59.0,31,1.0,decision,response_button_text,1313.7000000029802,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
2585,8616319.0,Positive-to-negative,44.0,32,1.0,decision,response_button_text,2893.9000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",1,1
2591,8616319.0,Positive-to-negative,53.0,33,1.0,decision,response_button_text,1221.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
2599,8616319.0,Positive-to-negative,47.0,34,1.0,decision,response_button_text,1200.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
2607,8616319.0,Positive-to-negative,56.0,35,1.0,decision,response_button_text,1340.4000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",1,1
2613,8616319.0,Positive-to-negative,61.0,36,1.0,decision,response_button_text,1056.6000000089407,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
2621,8616319.0,Positive-to-negative,46.0,37,1.0,decision,response_button_text,1877.9000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",0,0
2627,8616319.0,Positive-to-negative,45.0,38,1.0,decision,response_button_text,2257.4000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",1,1
2633,8616319.0,Positive-to-negative,40.0,39,1.0,decision,response_button_text,1358.0999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",1,1
2639,8616319.0,Positive-to-negative,57.0,40,1.0,decision,response_button_text,1188.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
2647,8616319.0,Positive-to-negative,62.0,41,1.0,decision,response_button_text,1014.8999999910592,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
2655,8616319.0,Positive-to-negative,33.0,42,1.0,decision,response_button_text,1349.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
2663,8616319.0,Positive-to-negative,35.0,43,1.0,decision,response_button_text,1993.4000000059605,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",1,1
2669,8616319.0,Positive-to-negative,50.0,44,1.0,decision,response_button_text,1488.7000000029802,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",1,1
2675,8616319.0,Positive-to-negative,39.0,45,1.0,decision,response_button_text,1694.3999999910593,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",1,1
2681,8616319.0,Positive-to-negative,43.0,46,1.0,decision,response_button_text,1232.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
2689,8616319.0,Positive-to-negative,51.0,47,1.0,decision,response_button_text,1155.6000000089407,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
2697,8616319.0,Positive-to-negative,49.0,48,1.0,decision,response_button_text,1668.1000000089407,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
2703,8616319.0,Positive-to-negative,37.0,49,1.0,decision,response_button_text,1331.2000000029802,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",2,2
2711,8616319.0,Positive-to-negative,42.0,50,1.0,decision,response_button_text,1265.8999999910593,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",1,1
2717,8616319.0,Positive-to-negative,52.0,51,1.0,decision,response_button_text,1225.7000000029802,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
2725,8616319.0,Positive-to-negative,48.0,52,1.0,decision,response_button_text,1306.1000000089407,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
2733,8616319.0,Positive-to-negative,54.0,53,1.0,decision,response_button_text,1279.2000000029802,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",1,1
2739,8616319.0,Positive-to-negative,55.0,54,1.0,decision,response_button_text,1578.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
2747,8616319.0,Positive-to-negative,34.0,55,1.0,decision,response_button_text,2067.20000000298,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
2755,8616319.0,Positive-to-negative,41.0,56,1.0,decision,response_button_text,1305.0999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",1,1
2761,8616319.0,Positive-to-negative,36.0,57,1.0,decision,response_button_text,1368.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",0,0
2767,8616319.0,Positive-to-negative,38.0,58,1.0,decision,response_button_text,1399.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
2773,8616319.0,Positive-to-negative,58.0,59,1.0,decision,response_button_text,1899.5999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
2781,8616319.0,Positive-to-negative,60.0,60,1.0,decision,response_button_text,1071.0999999940395,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",1,1
2802,8502516.0,Positive-to-negative,18.0,1,1.0,decision,response_button_text,4239.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
2810,8502516.0,Positive-to-negative,7.0,2,1.0,decision,response_button_text,4853.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
2818,8502516.0,Positive-to-negative,21.0,3,1.0,decision,response_button_text,5343.299999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
2826,8502516.0,Positive-to-negative,28.0,4,1.0,decision,response_button_text,3491.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
2834,8502516.0,Positive-to-negative,23.0,5,1.0,decision,response_button_text,4529.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
2842,8502516.0,Positive-to-negative,3.0,6,1.0,decision,response_button_text,3635.599999904633,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
2850,8502516.0,Positive-to-negative,9.0,7,1.0,decision,response_button_text,2920.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
2858,8502516.0,Positive-to-negative,16.0,8,1.0,decision,response_button_text,4941.799999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
2866,8502516.0,Positive-to-negative,11.0,9,1.0,decision,response_button_text,3383.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
2874,8502516.0,Positive-to-negative,17.0,10,1.0,decision,response_button_text,4210.099999904633,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
2882,8502516.0,Positive-to-negative,20.0,11,1.0,decision,response_button_text,3146.1999999284744,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
2890,8502516.0,Positive-to-negative,27.0,12,1.0,decision,response_button_text,2935.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
2898,8502516.0,Positive-to-negative,31.0,13,1.0,decision,response_button_text,4414.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
2906,8502516.0,Positive-to-negative,19.0,14,1.0,decision,response_button_text,2010.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
2914,8502516.0,Positive-to-negative,24.0,15,1.0,decision,response_button_text,3519.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
2922,8502516.0,Positive-to-negative,6.0,16,1.0,decision,response_button_text,3012.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
2930,8502516.0,Positive-to-negative,15.0,17,1.0,decision,response_button_text,3810.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",2,2
2938,8502516.0,Positive-to-negative,5.0,18,1.0,decision,response_button_text,2271.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
2946,8502516.0,Positive-to-negative,14.0,19,1.0,decision,response_button_text,2929.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",2,2
2954,8502516.0,Positive-to-negative,32.0,20,1.0,decision,response_button_text,2978.3000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
2962,8502516.0,Positive-to-negative,13.0,21,1.0,decision,response_button_text,4691.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",0,0
2968,8502516.0,Positive-to-negative,10.0,22,1.0,decision,response_button_text,1402.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
2976,8502516.0,Positive-to-negative,30.0,23,1.0,decision,response_button_text,9952.799999952316,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",0,0
2982,8502516.0,Positive-to-negative,22.0,24,1.0,decision,response_button_text,2946.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",0,0
2988,8502516.0,Positive-to-negative,8.0,25,1.0,decision,response_button_text,10188.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
2996,8502516.0,Positive-to-negative,12.0,26,1.0,decision,response_button_text,1514.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
3004,8502516.0,Positive-to-negative,26.0,27,1.0,decision,response_button_text,7281.899999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",0,0
3010,8502516.0,Positive-to-negative,4.0,28,1.0,decision,response_button_text,1573.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
3018,8502516.0,Positive-to-negative,25.0,29,1.0,decision,response_button_text,1812.1000000238416,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
3026,8502516.0,Positive-to-negative,29.0,30,1.0,decision,response_button_text,4214.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
3034,8502516.0,Positive-to-negative,60.0,31,1.0,decision,response_button_text,4545.699999928474,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""imPACT""",1,1
3040,8502516.0,Positive-to-negative,35.0,32,1.0,decision,response_button_text,2285.8000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Skyluke""",2,2
3048,8502516.0,Positive-to-negative,45.0,33,1.0,decision,response_button_text,3792.899999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ölsmc""",2,2
3056,8502516.0,Positive-to-negative,47.0,34,1.0,decision,response_button_text,1779.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
3064,8502516.0,Positive-to-negative,61.0,35,1.0,decision,response_button_text,1766.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
3072,8502516.0,Positive-to-negative,41.0,36,1.0,decision,response_button_text,5217.5,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ironMaan""",1,1
3078,8502516.0,Positive-to-negative,37.0,37,1.0,decision,response_button_text,3007.200000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ricarda8""",2,2
3086,8502516.0,Positive-to-negative,58.0,38,1.0,decision,response_button_text,3293.8000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
3094,8502516.0,Positive-to-negative,59.0,39,1.0,decision,response_button_text,4189.700000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Fatima""",2,2
3102,8502516.0,Positive-to-negative,49.0,40,1.0,decision,response_button_text,4490.400000095367,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",2,2
3110,8502516.0,Positive-to-negative,54.0,41,1.0,decision,response_button_text,4547.200000047684,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",1,1
3116,8502516.0,Positive-to-negative,57.0,42,1.0,decision,response_button_text,2552.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
3124,8502516.0,Positive-to-negative,40.0,43,1.0,decision,response_button_text,6136.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fatima""",1,1
3130,8502516.0,Positive-to-negative,51.0,44,1.0,decision,response_button_text,1823.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",2,2
3138,8502516.0,Positive-to-negative,53.0,45,1.0,decision,response_button_text,3065.200000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
3146,8502516.0,Positive-to-negative,42.0,46,1.0,decision,response_button_text,5902.700000047684,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",1,1
3152,8502516.0,Positive-to-negative,62.0,47,1.0,decision,response_button_text,1508.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
3160,8502516.0,Positive-to-negative,52.0,48,1.0,decision,response_button_text,1500.3000000715256,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
3168,8502516.0,Positive-to-negative,33.0,49,1.0,decision,response_button_text,3602.700000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
3176,8502516.0,Positive-to-negative,56.0,50,1.0,decision,response_button_text,4939.600000023842,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",1,1
3182,8502516.0,Positive-to-negative,43.0,51,1.0,decision,response_button_text,1695.600000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
3190,8502516.0,Positive-to-negative,55.0,52,1.0,decision,response_button_text,2186.200000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
3198,8502516.0,Positive-to-negative,34.0,53,1.0,decision,response_button_text,3852.799999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
3206,8502516.0,Positive-to-negative,48.0,54,1.0,decision,response_button_text,6759.199999928474,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
3214,8502516.0,Positive-to-negative,50.0,55,1.0,decision,response_button_text,4524.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""camper""",2,2
3222,8502516.0,Positive-to-negative,38.0,56,1.0,decision,response_button_text,2707.399999976158,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",1,1
3228,8502516.0,Positive-to-negative,44.0,57,1.0,decision,response_button_text,4281.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
3236,8502516.0,Positive-to-negative,36.0,58,1.0,decision,response_button_text,2975.399999976158,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
3244,8502516.0,Positive-to-negative,39.0,59,1.0,decision,response_button_text,5682.299999952316,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""underwood""",2,2
3252,8502516.0,Positive-to-negative,46.0,60,1.0,decision,response_button_text,7559.200000047684,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
3275,8329948.0,Positive-to-negative,17.0,1,1.0,decision,response_button_text,6340.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""keEpcalm""",2,2
3283,8329948.0,Positive-to-negative,22.0,2,1.0,decision,response_button_text,6582.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""born toKill""",2,2
3291,8329948.0,Positive-to-negative,14.0,3,1.0,decision,response_button_text,2263.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Woop""",2,2
3299,8329948.0,Positive-to-negative,7.0,4,1.0,decision,response_button_text,1855.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""sdlfn""",2,2
3307,8329948.0,Positive-to-negative,30.0,5,1.0,decision,response_button_text,2345.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""holy shit""",2,2
3315,8329948.0,Positive-to-negative,8.0,6,1.0,decision,response_button_text,1205.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Temminator""",2,2
3323,8329948.0,Positive-to-negative,10.0,7,1.0,decision,response_button_text,1217.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
3331,8329948.0,Positive-to-negative,15.0,8,1.0,decision,response_button_text,1197.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""next""",2,2
3339,8329948.0,Positive-to-negative,4.0,9,1.0,decision,response_button_text,1203.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Daniel""",2,2
3347,8329948.0,Positive-to-negative,25.0,10,1.0,decision,response_button_text,817.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ines""",2,2
3355,8329948.0,Positive-to-negative,31.0,11,1.0,decision,response_button_text,1209.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""max""",2,2
3363,8329948.0,Positive-to-negative,19.0,12,1.0,decision,response_button_text,1222.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Rico""",2,2
3371,8329948.0,Positive-to-negative,18.0,13,1.0,decision,response_button_text,1251.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Chris""",2,2
3379,8329948.0,Positive-to-negative,9.0,14,1.0,decision,response_button_text,834.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Mooney""",2,2
3387,8329948.0,Positive-to-negative,20.0,15,1.0,decision,response_button_text,1296.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""maggy""",2,2
3395,8329948.0,Positive-to-negative,16.0,16,1.0,decision,response_button_text,1956.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""666""",2,2
3403,8329948.0,Positive-to-negative,26.0,17,1.0,decision,response_button_text,2191.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Ppwjer""",2,2
3411,8329948.0,Positive-to-negative,3.0,18,1.0,decision,response_button_text,1321.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""kazandr""",2,2
3419,8329948.0,Positive-to-negative,5.0,19,1.0,decision,response_button_text,1323.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lisa""",2,2
3427,8329948.0,Positive-to-negative,23.0,20,1.0,decision,response_button_text,1211.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""8D""",2,2
3435,8329948.0,Positive-to-negative,12.0,21,1.0,decision,response_button_text,1286.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""schnuck""",2,2
3443,8329948.0,Positive-to-negative,27.0,22,1.0,decision,response_button_text,1993.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CptSparrow""",2,2
3451,8329948.0,Positive-to-negative,29.0,23,1.0,decision,response_button_text,1199.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
3459,8329948.0,Positive-to-negative,11.0,24,1.0,decision,response_button_text,1294.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""collin""",2,2
3467,8329948.0,Positive-to-negative,28.0,25,1.0,decision,response_button_text,1205.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Kitty""",2,2
3475,8329948.0,Positive-to-negative,6.0,26,1.0,decision,response_button_text,1205.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""memphis""",2,2
3483,8329948.0,Positive-to-negative,32.0,27,1.0,decision,response_button_text,1328.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
3491,8329948.0,Positive-to-negative,13.0,28,1.0,decision,response_button_text,5979.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""TryMe""",2,2
3499,8329948.0,Positive-to-negative,24.0,29,1.0,decision,response_button_text,1264.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""dillon""",2,2
3507,8329948.0,Positive-to-negative,21.0,30,1.0,decision,response_button_text,1230.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""fabien""",2,2
3515,8329948.0,Positive-to-negative,36.0,31,1.0,decision,response_button_text,1889.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
3523,8329948.0,Positive-to-negative,57.0,32,1.0,decision,response_button_text,1147.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
3531,8329948.0,Positive-to-negative,61.0,33,1.0,decision,response_button_text,1650.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
3539,8329948.0,Positive-to-negative,54.0,34,1.0,decision,response_button_text,6185.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",2,2
3547,8329948.0,Positive-to-negative,58.0,35,1.0,decision,response_button_text,1129.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""özclan""",2,2
