,Participant Private ID,Spreadsheet,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,display,Button A,Button B,Zuweisung_Mitspieler(in),partnerAnswer,reward
1134,8843379.0,Positive-to-negative,32.0,28,1.0,decision,response_button_text,5460.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Steffen""",2,2
1142,8843379.0,Positive-to-negative,10.0,29,1.0,decision,response_button_text,3717.400000005961,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Zoe""",2,2
1150,8843379.0,Positive-to-negative,29.0,30,1.0,decision,response_button_text,2280.100000023842,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""c3po""",2,2
1158,8843379.0,Positive-to-negative,46.0,31,1.0,decision,response_button_text,2863.2000000178814,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""plethoraa""",2,2
1166,8843379.0,Positive-to-negative,52.0,32,1.0,decision,response_button_text,2875.300000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Carsten""",2,2
1174,8843379.0,Positive-to-negative,48.0,33,1.0,decision,response_button_text,2421.4000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""RammStein""",2,2
1182,8843379.0,Positive-to-negative,53.0,34,1.0,decision,response_button_text,2859.0999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Nadine""",2,2
1190,8843379.0,Positive-to-negative,36.0,35,1.0,decision,response_button_text,1808.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ninja""",2,2
1198,8843379.0,Positive-to-negative,33.0,36,1.0,decision,response_button_text,2679.800000011921,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""ivette""",2,2
1206,8843379.0,Positive-to-negative,34.0,37,1.0,decision,response_button_text,3504.0,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""nicoletta""",2,2
1214,8843379.0,Positive-to-negative,55.0,38,1.0,decision,response_button_text,2437.7000000178814,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""quatschkopf""",2,2
1222,8843379.0,Positive-to-negative,62.0,39,1.0,decision,response_button_text,2518.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""olaf""",2,2
1230,8843379.0,Positive-to-negative,38.0,40,1.0,decision,response_button_text,2869.199999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""XMP""",2,2
1238,8843379.0,Positive-to-negative,61.0,41,1.0,decision,response_button_text,1866.699999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""lilly""",2,2
1246,8843379.0,Positive-to-negative,47.0,42,1.0,decision,response_button_text,2033.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""blume""",2,2
1254,8843379.0,Positive-to-negative,51.0,43,1.0,decision,response_button_text,2792.0,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""michi""",0,0
1260,8843379.0,Positive-to-negative,54.0,44,1.0,decision,response_button_text,2467.699999988079,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""????""",2,2
1268,8843379.0,Positive-to-negative,56.0,45,1.0,decision,response_button_text,2641.9000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""pusher""",2,2
1276,8843379.0,Positive-to-negative,49.0,46,1.0,decision,response_button_text,1879.199999988079,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""CMPdavid""",0,0
1282,8843379.0,Positive-to-negative,57.0,47,1.0,decision,response_button_text,2385.5999999940395,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""Uli""",2,2
1290,8843379.0,Positive-to-negative,44.0,48,1.0,decision,response_button_text,1980.4000000059605,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""shallweplay""",2,2
1298,8843379.0,Positive-to-negative,42.0,49,1.0,decision,response_button_text,1609.800000011921,0,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""swap""",1,1
1304,8843379.0,Positive-to-negative,43.0,50,1.0,decision,response_button_text,1637.5,1,Trials,50ct behalten,50ct spenden,"Sie spielen mit ""katja""",2,2
