,Participant Private ID,Participant Status,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,display,Button A,Button B,Correct answer,Zuweisung_Mitspieler(in),KeepAmount,partnerAnswer,Image,Timelag_decision,Timelag_next participant
437,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,45.0,52,1.0,decision,response_button_text,608.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ölsmc""",0.5,0,Feddback Abuse.png,1156.0,3501.0
445,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,40.0,53,1.0,decision,response_button_text,698.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fatima""",0.5,1,Feedback cooperate.png,1998.0,1239.0
453,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,50.0,54,1.0,decision,response_button_text,1039.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""camper""",0.5,0,Feddback Abuse.png,1605.0,2258.0
461,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,56.0,55,1.0,decision,response_button_text,601.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""pusher""",0.5,0,Feddback Abuse.png,1461.0,1514.0
469,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,38.0,56,1.0,decision,response_button_text,872.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""XMP""",0.5,1,Feedback cooperate.png,2703.0,1977.0
477,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,34.0,57,1.0,decision,response_button_text,834.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""nicoletta""",0.5,1,Feedback cooperate.png,2929.0,1624.0
485,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,41.0,58,1.0,decision,response_button_text,645.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ironMaan""",0.5,0,Feddback Abuse.png,3261.0,2234.0
493,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,44.0,59,1.0,decision,response_button_text,1287.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""shallweplay""",0.5,1,Feedback cooperate.png,1754.0,1723.0
501,8459387.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,52.0,60,1.0,decision,response_button_text,728.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Carsten""",0.5,0,Feddback Abuse.png,2771.0,1836.0
535,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,22.0,1,1.0,decision,response_button_text,4703.800000190735,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""born toKill""",0.5,0,Feddback Abuse.png,2024.0,1922.0
543,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,3.0,2,1.0,decision,response_button_text,1424.9000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""kazandr""",0.5,1,Feedback cooperate.png,3496.0,2556.0
551,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,21.0,3,1.0,decision,response_button_text,1384.4000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fabien""",0.5,1,Feedback cooperate.png,3760.0,2982.0
559,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,19.0,4,1.0,decision,response_button_text,1457.8999998569489,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Rico""",0.5,1,Feedback cooperate.png,3170.0,3537.0
567,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,11.0,5,1.0,decision,response_button_text,1146.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""collin""",0.5,0,Feddback Abuse.png,1556.0,1283.0
575,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,23.0,6,1.0,decision,response_button_text,938.1000001430511,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""8D""",0.5,1,Feedback cooperate.png,1338.0,2609.0
583,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,7.0,7,1.0,decision,response_button_text,664.8999998569489,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""sdlfn""",0.5,0,Feddback Abuse.png,1353.0,3085.0
591,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,28.0,8,1.0,decision,response_button_text,1299.1000001430511,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Kitty""",0.5,0,Feddback Abuse.png,1006.0,2550.0
599,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,25.0,9,1.0,decision,response_button_text,1324.3000001907349,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ines""",0.5,1,Feedback cooperate.png,1246.0,3695.0
607,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,18.0,10,1.0,decision,response_button_text,858.2999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Chris""",0.5,0,Feddback Abuse.png,1996.0,1959.0
615,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,4.0,11,1.0,decision,response_button_text,1020.7999999523164,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Daniel""",0.5,1,Feedback cooperate.png,1914.0,2151.0
623,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,30.0,12,1.0,decision,response_button_text,664.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""holy shit""",0.5,0,Feddback Abuse.png,3012.0,2022.0
631,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,8.0,13,1.0,decision,response_button_text,1337.7999999523165,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Temminator""",0.5,1,Feedback cooperate.png,1377.0,1326.0
639,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,9.0,14,1.0,decision,response_button_text,797.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Mooney""",0.5,0,Feddback Abuse.png,2357.0,1375.0
647,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,27.0,15,1.0,decision,response_button_text,686.7000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CptSparrow""",0.5,1,Feedback cooperate.png,3520.0,3365.0
655,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,10.0,16,1.0,decision,response_button_text,727.2999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Zoe""",0.5,1,Feedback cooperate.png,1549.0,2290.0
663,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,29.0,17,1.0,decision,response_button_text,749.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""c3po""",0.5,1,Feedback cooperate.png,1872.0,1906.0
671,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,14.0,18,1.0,decision,response_button_text,1154.1000001430511,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Woop""",0.5,1,Feedback cooperate.png,3145.0,1365.0
679,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,15.0,19,1.0,decision,response_button_text,751.2000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""next""",0.5,0,Feddback Abuse.png,3545.0,1097.0
687,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,20.0,20,1.0,decision,response_button_text,537.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""maggy""",0.5,0,Feddback Abuse.png,1301.0,1340.0
695,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,6.0,21,1.0,decision,response_button_text,407.2999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""memphis""",0.5,1,Feedback cooperate.png,3172.0,3045.0
703,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,32.0,22,1.0,decision,response_button_text,1806.700000047684,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Steffen""",0.5,0,Feddback Abuse.png,1533.0,1744.0
711,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,26.0,23,1.0,decision,response_button_text,695.8999998569489,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Ppwjer""",0.5,0,Feddback Abuse.png,1037.0,2847.0
719,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,13.0,24,1.0,decision,response_button_text,745.6999998092651,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""TryMe""",0.5,0,Feddback Abuse.png,3073.0,3861.0
727,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,12.0,25,1.0,decision,response_button_text,726.0999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""schnuck""",0.5,1,Feedback cooperate.png,1276.0,2173.0
735,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,31.0,26,1.0,decision,response_button_text,684.6999998092651,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""max""",0.5,1,Feedback cooperate.png,1560.0,3663.0
743,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,16.0,27,1.0,decision,response_button_text,603.1999998092651,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""666""",0.5,1,Feedback cooperate.png,2767.0,2548.0
751,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,5.0,28,1.0,decision,response_button_text,639.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lisa""",0.5,0,Feddback Abuse.png,1552.0,1115.0
759,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,24.0,29,1.0,decision,response_button_text,439.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""dillon""",0.5,0,Feddback Abuse.png,3909.0,2915.0
767,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,17.0,30,1.0,decision,response_button_text,656.2000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""keEpcalm""",0.5,0,Feddback Abuse.png,2111.0,2327.0
775,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,56.0,31,1.0,decision,response_button_text,491.7999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""pusher""",0.5,0,Feddback Abuse.png,1461.0,1514.0
783,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,49.0,32,1.0,decision,response_button_text,702.2999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CMPdavid""",0.5,1,Feedback cooperate.png,3998.0,3827.0
791,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,60.0,33,1.0,decision,response_button_text,752.9000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""imPACT""",0.5,0,Feddback Abuse.png,1847.0,2479.0
799,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,40.0,34,1.0,decision,response_button_text,704.8999998569489,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fatima""",0.5,1,Feedback cooperate.png,1998.0,1239.0
807,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,47.0,35,1.0,decision,response_button_text,10412.599999904633,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""blume""",0.5,0,Feddback Abuse.png,2755.0,1773.0
815,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,43.0,36,1.0,decision,response_button_text,444.7999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""katja""",0.5,0,Feddback Abuse.png,1072.0,1535.0
823,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,59.0,37,1.0,decision,response_button_text,427.9000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Fatima""",0.5,1,Feedback cooperate.png,1562.0,3342.0
831,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,51.0,38,1.0,decision,response_button_text,650.5999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""michi""",0.5,1,Feedback cooperate.png,3046.0,3545.0
839,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,55.0,39,1.0,decision,response_button_text,737.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""quatschkopf""",0.5,1,Feedback cooperate.png,3639.0,1958.0
847,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,39.0,40,1.0,decision,response_button_text,810.5999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""underwood""",0.5,0,Feddback Abuse.png,3108.0,2941.0
855,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,44.0,41,1.0,decision,response_button_text,501.59999990463257,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""shallweplay""",0.5,1,Feedback cooperate.png,1754.0,1723.0
863,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,61.0,42,1.0,decision,response_button_text,906.1000001430511,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lilly""",0.5,1,Feedback cooperate.png,3113.0,2354.0
871,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,33.0,43,1.0,decision,response_button_text,997.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ivette""",0.5,0,Feddback Abuse.png,3597.0,3724.0
879,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,36.0,44,1.0,decision,response_button_text,3500.099999904633,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ninja""",0.5,1,Feedback cooperate.png,2180.0,3225.0
887,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,46.0,45,1.0,decision,response_button_text,924.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""plethoraa""",0.5,1,Feedback cooperate.png,1932.0,3450.0
895,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,38.0,46,1.0,decision,response_button_text,754.4000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""XMP""",0.5,1,Feedback cooperate.png,2703.0,1977.0
903,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,42.0,47,1.0,decision,response_button_text,704.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""swap""",0.5,1,Feedback cooperate.png,3834.0,2014.0
911,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,37.0,48,1.0,decision,response_button_text,687.0999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ricarda8""",0.5,0,Feddback Abuse.png,2274.0,1383.0
919,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,58.0,49,1.0,decision,response_button_text,474.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""özclan""",0.5,0,Feddback Abuse.png,3712.0,1605.0
927,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,52.0,50,1.0,decision,response_button_text,621.5999999046326,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Carsten""",0.5,0,Feddback Abuse.png,2771.0,1836.0
935,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,62.0,51,1.0,decision,response_button_text,735.9000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""olaf""",0.5,0,Feddback Abuse.png,2692.0,2434.0
943,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,41.0,52,1.0,decision,response_button_text,469.2000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ironMaan""",0.5,0,Feddback Abuse.png,3261.0,2234.0
951,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,45.0,53,1.0,decision,response_button_text,510.80000019073486,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ölsmc""",0.5,0,Feddback Abuse.png,1156.0,3501.0
959,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,50.0,54,1.0,decision,response_button_text,699.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""camper""",0.5,0,Feddback Abuse.png,1605.0,2258.0
967,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,57.0,55,1.0,decision,response_button_text,665.7000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Uli""",0.5,1,Feedback cooperate.png,2566.0,1607.0
975,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,54.0,56,1.0,decision,response_button_text,689.2000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""????""",0.5,0,Feddback Abuse.png,2857.0,2069.0
983,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,53.0,57,1.0,decision,response_button_text,576.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Nadine""",0.5,1,Feedback cooperate.png,2463.0,3400.0
991,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,48.0,58,1.0,decision,response_button_text,1105.6000001430511,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""RammStein""",0.5,1,Feedback cooperate.png,1648.0,2072.0
999,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,35.0,59,1.0,decision,response_button_text,707.1999998092651,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Skyluke""",0.5,0,Feddback Abuse.png,3683.0,1043.0
1007,9114231.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,34.0,60,1.0,decision,response_button_text,724.7999999523163,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""nicoletta""",0.5,1,Feedback cooperate.png,2929.0,1624.0
1030,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,25.0,1,1.0,decision,response_button_text,3305.3000000715256,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""ines""",0.5,1,Feedback cooperate.png,1246.0,3695.0
1038,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,21.0,2,1.0,decision,response_button_text,2359.6999999284744,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""fabien""",0.5,1,Feedback cooperate.png,3760.0,2982.0
1046,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,29.0,3,1.0,decision,response_button_text,2025.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""c3po""",0.5,1,Feedback cooperate.png,1872.0,1906.0
1054,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,30.0,4,1.0,decision,response_button_text,1365.2000000476835,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""holy shit""",0.5,0,Feddback Abuse.png,3012.0,2022.0
1062,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,10.0,5,1.0,decision,response_button_text,1711.1999999284744,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Zoe""",0.5,1,Feedback cooperate.png,1549.0,2290.0
1070,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,32.0,6,1.0,decision,response_button_text,1681.1999999284744,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Steffen""",0.5,0,Feddback Abuse.png,1533.0,1744.0
1078,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,18.0,7,1.0,decision,response_button_text,637.1000000238419,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Chris""",0.5,0,Feddback Abuse.png,1996.0,1959.0
1086,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,6.0,8,1.0,decision,response_button_text,1238.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""memphis""",0.5,1,Feedback cooperate.png,3172.0,3045.0
1094,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,8.0,9,1.0,decision,response_button_text,1512.1999999284744,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Temminator""",0.5,1,Feedback cooperate.png,1377.0,1326.0
1102,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,23.0,10,1.0,decision,response_button_text,1858.6000000238416,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""8D""",0.5,1,Feedback cooperate.png,1338.0,2609.0
1110,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,11.0,11,1.0,decision,response_button_text,2121.599999904633,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""collin""",0.5,0,Feddback Abuse.png,1556.0,1283.0
1118,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,27.0,12,1.0,decision,response_button_text,710.6000000238419,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""CptSparrow""",0.5,1,Feedback cooperate.png,3520.0,3365.0
1126,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,3.0,13,1.0,decision,response_button_text,1702.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""kazandr""",0.5,1,Feedback cooperate.png,3496.0,2556.0
1134,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,22.0,14,1.0,decision,response_button_text,4477.300000071526,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""born toKill""",0.5,0,Feddback Abuse.png,2024.0,1922.0
1140,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,31.0,15,1.0,decision,response_button_text,2941.600000023842,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""max""",0.5,1,Feedback cooperate.png,1560.0,3663.0
1146,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,4.0,16,1.0,decision,response_button_text,843.2000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Daniel""",0.5,1,Feedback cooperate.png,1914.0,2151.0
1154,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,26.0,17,1.0,decision,response_button_text,941.899999976158,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Ppwjer""",0.5,0,Feddback Abuse.png,1037.0,2847.0
1162,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,12.0,18,1.0,decision,response_button_text,647.0,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""schnuck""",0.5,1,Feedback cooperate.png,1276.0,2173.0
1170,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,13.0,19,1.0,decision,response_button_text,805.3999999761581,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""TryMe""",0.5,0,Feddback Abuse.png,3073.0,3861.0
1178,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,20.0,20,1.0,decision,response_button_text,1419.4000000953674,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""maggy""",0.5,0,Feddback Abuse.png,1301.0,1340.0
1186,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,15.0,21,1.0,decision,response_button_text,985.7999999523164,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""next""",0.5,0,Feddback Abuse.png,3545.0,1097.0
1192,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,17.0,22,1.0,decision,response_button_text,654.1000000238419,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""keEpcalm""",0.5,0,Feddback Abuse.png,2111.0,2327.0
1198,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,28.0,23,1.0,decision,response_button_text,873.8999999761581,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Kitty""",0.5,0,Feddback Abuse.png,1006.0,2550.0
1206,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,5.0,24,1.0,decision,response_button_text,615.5,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""lisa""",0.5,0,Feddback Abuse.png,1552.0,1115.0
1214,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,9.0,25,1.0,decision,response_button_text,720.4000000953674,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""Mooney""",0.5,0,Feddback Abuse.png,2357.0,1375.0
1220,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,7.0,26,1.0,decision,response_button_text,1266.600000023842,0,1.0,0.0,1.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""sdlfn""",0.5,0,Feddback Abuse.png,1353.0,3085.0
1226,9054278.0,complete,TrustGame_final,11.0,Ambigious,Ambigious,24.0,27,1.0,decision,response_button_text,715.7000000476837,1,1.0,1.0,0.0,Trials,50ct behalten,50ct spenden,50ct spenden,"Sie spielen mit ""dillon""",0.5,0,Feddback Abuse.png,3909.0,2915.0
